Course Name,Course Title,First Name,Last Name,Term,InvitedCount,RespondentCount,%ResponseRatio,"Excluding class sessions, estimate the average number of hours per week spent in preparation or review. - Mean","Overall, did the instructor convey the course material clearly? - Mean","Overall, did the instructor convey the course material in an interesting way? - Mean","Did you take away useful tools, concepts, and/or insights from this course? - Mean",How much did you get out of this course? - Mean,Would you recommend this course to other students? - Mean
35200-02,Corporation Finance,Jessica,Jeffers,Winter 2018,12,8,66.67,4.13,3.63,3,3.75,3.75,3.38
35200-02,Corporation Finance,Yueran,Ma,Winter 2019,51,39,76.47,5.97,4.26,3.82,4.21,3.79,4.15
35200-02,Corporation Finance,Gregor,Matvos,Autumn 2016,63,56,88.89,9.48,4.71,4.54,4.59,4.43,4.68
35200-02,Corporation Finance,Gregor,Matvos,Autumn 2017,59,53,89.83,9.53,4.75,4.79,4.62,4.51,4.66
35200-02,Corporation Finance,Pascal,Noel,Autumn 2018,64,50,78.13,4,4.7,4.26,4.56,4.18,4.5
35200-02,Corporation Finance,Jacopo,Ponticelli,Winter 2016,65,54,83.08,3.81,4.33,4.09,4.22,4.04,4.28
35200-02,Corporation Finance,Kelly,Shue,Spring 2016,65,52,80,3.98,4.63,4.21,4.35,4.13,4.4
35200-02,Corporation Finance,Kelly,Shue,Spring 2017,65,59,90.77,7.22,4.81,4.53,4.68,4.42,4.74
35200-02,Corporation Finance,Margarita,Tsoutsoura,Winter 2017,52,39,75,6.44,4.18,3.95,4.18,3.97,4.05
35200-02,Corporation Finance,Constantine,Yannelis,Spring 2019,57,45,78.95,6.11,3.96,3.84,4.13,3.89,3.84
35200-03,Corporation Finance,Laura,Born,Autumn 2016,63,56,88.89,11.34,4.89,4.88,4.82,4.7,4.84
35200-03,Corporation Finance,Laura,Born,Winter 2018,64,60,93.75,14.32,4.92,4.95,4.9,4.8,4.75
35200-03,Corporation Finance,Jacopo,Ponticelli,Winter 2016,56,47,83.93,7.98,4.28,4.09,4.43,4.13,4.32
35200-03,Corporation Finance,Kelly,Shue,Spring 2016,63,50,79.37,9.82,4.84,4.44,4.72,4.58,4.76
35200-04,Corporation Finance,Jessica,Jeffers,Winter 2018,36,27,75,7.67,4.11,3.63,4.11,3.93,4.07
35200-81,Corporation Finance,Charles,Hadlock,Summer 2016,42,37,88.1,8.14,4.65,4.81,4.73,4.57,4.7
35200-81,Corporation Finance,Charles,Hadlock,Summer 2018,64,54,84.38,6.46,4.7,4.74,4.72,4.7,4.76
35200-81,Corporation Finance,Zhiguo,He,Winter 2017,17,17,100,9.59,3.53,3.65,4,3.88,3.88
35200-81,Corporation Finance,Jessica,Jeffers,Winter 2019,21,21,100,13.05,3.9,3.81,4.05,3.95,3.76
35200-81,Corporation Finance,Elisabeth,Kempf,Winter 2018,31,26,83.87,12.15,4.5,4.19,4.5,4.38,4.38
35200-81,Corporation Finance,Gregor,Matvos,Autumn 2016,65,58,89.23,9.74,4.88,4.91,4.78,4.69,4.91
35200-81,Corporation Finance,Gregor,Matvos,Autumn 2017,61,62,101.64,4.1,4.85,4.84,4.73,4.61,4.79
35200-81,Corporation Finance,Gregor,Matvos,Spring 2016,29,26,89.66,4.5,4.58,4.62,4.65,4.46,4.65
35200-81,Corporation Finance,Mark,Mitchell,Spring 2018,64,59,92.19,9.27,4.37,4.68,4.51,4.42,4.47
35200-81,Corporation Finance,Mark,Mitchell,Spring 2019,49,47,95.92,6.23,4.6,4.7,4.53,4.49,4.74
35200-81,Corporation Finance,Pascal,Noel,Autumn 2018,57,57,100,12.95,4.63,4.32,4.51,4.44,4.6
35200-81,Corporation Finance,Jacopo,Ponticelli,Winter 2016,62,52,83.87,11.77,4.63,4.56,4.73,4.48,4.69
35200-81,Corporation Finance,Kelly,Shue,Spring 2017,65,58,89.23,5.45,4.53,3.98,4.19,3.98,4.26
35200-81,Corporation Finance,Theo,Vermaelen,Summer 2017,65,57,87.69,3.65,4.21,4.61,4.25,4.11,4.21
35200-81,Corporation Finance,Theo,Vermaelen,Summer 2019,66,51,77.27,9.37,4.33,4.59,4.2,4.12,4.43
35200-82,Corporation Finance,Elisabeth,Kempf,Spring 2019,56,28,50,7.54,4.71,4.5,4.71,4.57,4.71
35200-82,Corporation Finance,Elisabeth,Kempf,Winter 2018,36,30,83.33,7.6,4.57,4.3,4.53,4.3,4.47
35200-82,Corporation Finance,Kelly,Shue,Spring 2016,60,51,85,6.24,4.57,4.16,4.51,4.31,4.49
35200-82,Corporation Finance,Margarita,Tsoutsoura,Winter 2017,36,33,91.67,7.88,4.45,4.27,4.58,4.45,4.42
35200-85,Corporation Finance,Charles,Hadlock,Summer 2016,40,40,100,7.98,4.63,4.78,4.8,4.55,4.83
35200-85,Corporation Finance,Charles,Hadlock,Summer 2018,48,44,91.67,7.66,4.36,4.64,4.7,4.59,4.66
35200-85,Corporation Finance,Jessica,Jeffers,Winter 2019,33,21,63.64,18.9,4.14,4.05,4.14,4.05,4.33
35200-85,Corporation Finance,Elisabeth,Kempf,Spring 2017,64,46,71.88,15.35,4.41,4.07,4.37,4.24,4.35
35200-85,Corporation Finance,Gregor,Matvos,Spring 2016,51,42,82.35,6.81,4.83,4.83,4.86,4.83,4.93
35200-85,Corporation Finance,Pascal,Noel,Spring 2018,42,39,92.86,10,4.62,4.41,4.62,4.51,4.67
35200-85,Corporation Finance,Theo,Vermaelen,Summer 2017,46,34,73.91,18.35,4.35,4.65,4.41,4.32,4.32
35200-85,Corporation Finance,Theo,Vermaelen,Summer 2019,68,70,102.94,11.43,4.19,4.59,4.13,4.09,4.23
35201 01,Cases in Financial Management,Born, Laura,Autumn 2019,65,62,95.4,5.2,4.8,4.8,4.8,4.7,4.7
35201 01,Cases in Financial Management,Laura,Born,Autumn 2020,65,35,53.85,5.74,4.89,4.91,4.8,4.74,4.83
35201 01,Cases in Financial Management,Laura,Born,Autumn 2021,64,51,79.69,5.24,4.67,4.78,4.59,4.55,4.71
35201 01,Cases in Financial Management,Laura,Born,Spring 2020,61,25,40.98,5.6,4.56,4.44,4.52,4.4,4.48
35201 01,Cases in Financial Management,Laura,Born,Winter 2021,63,41,65.08,5.71,4.95,4.9,4.88,4.78,4.83
35201 02,Cases in Financial Management,Laura,Born,Autumn 2021,64,35,54.69,5.06,4.74,4.69,4.63,4.54,4.66
35201 81,Cases in Financial Management,Laura,Born,Spring 2020,65,23,35.38,6.13,4.74,4.57,4.61,4.61,4.48
35201 81,Cases in Financial Management,Laura,Born,Winter 2021,53,36,67.92,6.22,4.86,4.83,4.89,4.83,4.92
35201 81,Cases in Financial Management,Charles,Hadlock,Summer 2021,14,8,57.14,5,4,4.13,4.38,4,3.75
35201 81,Cases in Financial Management,Mark,Mitchell,Spring 2021,27,13,48.15,4.69,4.54,4.62,4.46,4.46,4.46
35201 81,Cases in Financial Management,Joshua,Pierce,Summer 2021,14,8,57.14,5,4.38,4.13,4.38,4,3.75
35201 81,Cases in Financial Management,Laura,Born,Winter 2022,64,46,71.88,5.89,4.8,4.87,4.8,4.7,4.76
35201 85,Cases in Financial Management,Charles,Hadlock,Summer 2020,23,16,69.57,7,4.5,4.81,4.69,4.56,4.5
35201 85,Cases in Financial Management,Charles,Hadlock,Summer 2021,18,13,72.22,5.85,4.77,4.77,4.85,4.85,4.77
35201 85,Cases in Financial Management,Joshua,Pierce,Summer 2021,18,13,72.22,5.85,4.69,4.77,4.85,4.85,4.77
35201-01,Cases in Financial Management,Laura,Born,Autumn 2017,65,63,96.92,11.06,4.7,4.84,4.76,4.67,4.79
35201-01,Cases in Financial Management,Laura,Born,Autumn 2018,65,62,95.38,8.69,4.6,4.68,4.66,4.52,4.68
35201-01,Cases in Financial Management,Kevin,Rock,Spring 2016,47,40,85.11,6.03,3.6,3.68,3.55,3.43,3.38
35201-01,Cases in Financial Management,Kevin,Rock,Spring 2017,29,18,62.07,2.83,4.22,3.94,4.33,4.06,4.06
35201-01,Cases in Financial Management,Kevin,Rock,Spring 2018,32,21,65.63,7.43,3.38,3.19,3.57,3.24,3.19
35201-01,Cases in Financial Management,Kevin,Rock,Winter 2016,34,21,61.76,4.1,3.05,3.14,3.1,3,2.86
35201-01,Cases in Financial Management,Kevin,Rock,Winter 2017,8,8,100,3.88,4.38,4,4.25,4,4
35201-01,Cases in Financial Management,Kevin,Rock,Winter 2018,29,22,75.86,3.05,4.23,3.91,4.05,3.91,4.18
35201-01,Cases in Financial Management,Kevin,Rock,Winter 2019,20,17,85,2.94,2.53,2.76,3.24,2.88,2.35
35201-02,Cases in Financial Management,Laura,Born,Autumn 2018,64,57,89.06,8.63,4.72,4.73,4.63,4.52,4.63
35201-02,Cases in Financial Management,Laura,Born,Winter 2016,65,64,98.46,4.72,4.52,4.73,4.45,4.34,4.59
35201-02,Cases in Financial Management,Laura,Born,Winter 2017,65,65,100,14.09,4.8,4.97,4.8,4.75,4.89
35201-02,Cases in Financial Management,Kevin,Rock,Spring 2017,23,22,95.65,7.18,4.05,3.95,3.68,3.68,3.45
35201-81,Cases in Financial Management,Laura,Born,Autumn 2017,63,59,93.65,5.95,4.61,4.83,4.68,4.53,4.68
35201-81,Cases in Financial Management,Laura,Born,Spring 2016,64,61,95.31,9.15,4.64,4.74,4.66,4.59,4.69
35201-81,Cases in Financial Management,Charles,Hadlock,Summer 2016,32,28,87.5,8.32,4.5,4.68,4.5,4.36,4.5
35201-81,Cases in Financial Management,Charles,Hadlock,Summer 2017,36,30,83.33,8.77,4.6,4.8,4.47,4.33,4.63
35201-81,Cases in Financial Management,Charles,Hadlock,Summer 2019,27,23,85.19,7.35,4.7,4.87,4.61,4.52,4.78
35201-81,Cases in Financial Management,Chris,Muscarella,Summer 2018,6,5,83.33,3.8,4.8,4.4,4.4,4.4,4.8
35201-81,Cases in Financial Management,Kevin,Rock,Spring 2018,36,28,77.78,3.04,3.14,3.18,3,2.93,2.79
35201-81,Cases in Financial Management,Kevin,Rock,Winter 2016,56,57,101.79,10.53,3.58,3.82,3.61,3.33,3.36
35201-81,Cases in Financial Management,Kevin,Rock,Winter 2018,19,15,78.95,9.73,4.33,3.53,4.07,3.47,3.6
35201-81,Cases in Financial Management,Kevin,Rock,Winter 2019,12,9,75,2.56,3.22,2.89,2.89,2.78,2.78
35201-82,Cases in Financial Management,Laura,Born,Winter 2017,52,46,88.46,9.46,4.78,4.87,4.78,4.72,4.8
35201-82,Cases in Financial Management,Chris,Muscarella,Summer 2016,3,3,100,67.67,5,5,5,4.33,5
35201-82,Cases in Financial Management,Chris,Muscarella,Summer 2017,20,19,95,8.42,4.21,4,4.06,3.95,4
35201-85,Cases in Financial Management,Charles,Hadlock,Summer 2019,36,35,97.22,5.63,4.8,4.94,4.6,4.66,4.77
35201-85,Cases in Financial Management,Chris,Muscarella,Summer 2016,13,12,92.31,19.42,4.33,4.42,4.17,4.25,4.17
35201-85,Cases in Financial Management,Chris,Muscarella,Summer 2017,10,9,90,14.56,4.56,4.44,4.44,4.44,4.44
35201-85,Cases in Financial Management,Chris,Muscarella,Summer 2018,15,16,106.67,4,4.44,4.75,4.56,4.31,4.56
35202 01,Financial Markets and Institutions,Douglas W,Diamond,Spring 2020,52,22,42.31,4.64,4,3.77,4,3.77,3.91
35202 01,Financial Markets and Institutions,Douglas W,Diamond,Spring 2021,19,10,52.63,5.7,4.8,4.6,4.8,4.7,4.8
35202 81,Financial Markets and Institutions,Douglas W,Diamond,Spring 2020,35,14,40,5.29,3.86,3.86,4.14,3.79,3.93
35202 85,Financial Markets and Institutions,Douglas W,Diamond,Spring 2021,11,7,63.64,4.71,4.71,4.71,4.57,4.29,4.43
35202-01,Financial Markets and Institutions,Douglas W,Diamond,Spring 2017,57,42,73.68,11.93,4.02,4.02,3.9,3.95,4
35202-01,Financial Markets and Institutions,Douglas W,Diamond,Spring 2018,53,42,79.25,4.98,4.48,4.48,4.55,4.62,4.52
35202-01,Financial Markets and Institutions,Douglas W,Diamond,Spring 2019,59,46,77.97,4.63,4.04,3.93,4.04,3.96,4.11
35202-81,Financial Markets and Institutions,Douglas W,Diamond,Spring 2017,45,44,97.78,10.89,4.07,3.93,4.05,3.86,3.86
35202-81,Financial Markets and Institutions,Douglas W,Diamond,Spring 2018,10,9,90,4.22,4.67,4.56,4.78,4.78,4.67
35202-81,Financial Markets and Institutions,Douglas W,Diamond,Spring 2019,40,32,80,16.59,4.06,4.06,4.25,4.06,4.16
35206-01,Advanced Topics in Corporate Finance,Kevin,Rock,Spring 2016,28,26,92.86,18.35,4.23,4.19,4.23,4,4.12
35210 01,International Corporate Finance,Raghuram G,Rajan,Winter 2020,65,35,53.85,6.26,4.83,4.86,4.83,4.77,4.83
35210 01,International Corporate Finance,Raghuram G,Rajan,Winter 2021,64,33,51.56,6.06,4.48,4.52,4.27,4.06,4.21
35210 01,International Corporate Finance,Raghuram G,Rajan,Winter 2022,55,23,41.82,5.83,4.57,4.78,4.57,4.48,4.57
35210 02,International Corporate Finance,Raghuram G,Rajan,Winter 2021,60,36,60,5.97,4.39,4.47,4.17,4.06,4.33
35210 81,International Corporate Finance,Raghuram G,Rajan,Winter 2020,65,41,63.08,7.8,4.51,4.44,4.32,4.2,4.37
35210 81,International Corporate Finance,Raghuram G,Rajan,Winter 2021,50,34,68,6.59,4.26,4.24,4.21,3.97,4.12
35210 81,International Corporate Finance,Raghuram G,Rajan,Winter 2022,20,16,80,7.25,4.75,4.81,4.81,4.69,4.69
35210 85,International Corporate Finance,Raghuram G,Rajan,Winter 2020,65,47,72.31,6.19,4.6,4.4,4.36,4.19,4.47
35210 85,International Corporate Finance,Raghuram G,Rajan,Winter 2022,43,30,69.77,6.83,4.83,4.9,4.8,4.73,4.83
35210-01,International Corporate Finance,Raghuram G,Rajan,Winter 2017,65,60,92.31,7.77,4.43,4.47,4.23,4.17,4.43
35210-01,International Corporate Finance,Raghuram G,Rajan,Winter 2018,70,58,82.86,9.45,4.79,4.76,4.59,4.59,4.78
35210-01,International Corporate Finance,Raghuram G,Rajan,Winter 2019,63,46,73.02,6.67,4.8,4.87,4.65,4.67,4.8
35210-02,International Corporate Finance,Raghuram G,Rajan,Winter 2017,61,55,90.16,7.96,4.78,4.76,4.64,4.62,4.8
35210-02,International Corporate Finance,Raghuram G,Rajan,Winter 2018,68,65,95.59,7.86,4.83,4.88,4.57,4.71,4.91
35210-02,International Corporate Finance,Raghuram G,Rajan,Winter 2019,65,60,92.31,9.53,4.8,4.92,4.68,4.7,4.8
35210-81,International Corporate Finance,Raghuram G,Rajan,Winter 2017,65,61,93.85,6.77,4.74,4.67,4.61,4.49,4.61
35210-81,International Corporate Finance,Raghuram G,Rajan,Winter 2018,58,56,96.55,7.27,4.59,4.68,4.48,4.39,4.64
35210-81,International Corporate Finance,Raghuram G,Rajan,Winter 2019,63,42,66.67,11.83,4.79,4.69,4.67,4.62,4.69
35211-01,The Analytics of Financial Crises,Anil K,Kashyap,Spring 2018,12,11,91.67,17.45,4.91,4.82,4.82,4.73,4.73
35211-01,The Analytics of Financial Crises,Anil K,Kashyap,Spring 2019,16,11,68.75,9.09,4.91,4.82,5,4.91,4.82
35211-01,The Analytics of Financial Crises,Anil K,Kashyap,Winter 2016,41,36,87.8,11.56,4.39,4.61,4.53,4.5,4.53
35211-81,The Analytics of Financial Crises,Anil K,Kashyap,Spring 2018,15,15,100,22,4.6,4.87,4.93,4.8,4.93
35211-81,The Analytics of Financial Crises,Anil K,Kashyap,Spring 2019,8,9,112.5,9.11,4.56,4.89,4.67,4.78,4.78
35211-81,The Analytics of Financial Crises,Anil K,Kashyap,Winter 2016,21,26,123.81,12,4.19,4.58,4.5,4.54,4.58
35213 01,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2020,51,20,39.22,3.75,3.8,3.85,3.7,3.3,3.6
35213 01,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2021,53,15,28.3,4.2,4.27,4.33,4,3.87,4.13
35213 01,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Winter 2022,19,11,57.89,5.73,4.91,4.91,4.73,4.64,4.45
35213 81,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2020,54,26,48.15,4.5,4.31,4.27,4.19,3.88,4.08
35213 81,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2021,22,16,72.73,6,4.38,4.56,4.63,4.38,4.56
35213 81,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Winter 2022,17,12,70.59,7.17,3.92,4,4.08,4.17,4.17
35213 85,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2020,51,22,43.14,4.77,4.59,4.68,4.5,4.36,4.5
35213 85,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Spring 2021,23,15,65.22,4.93,4.6,4.6,4.53,4.47,4.6
35213 85,Emerging Markets Finance and Entrepreneurship,Emanuele,Colonnelli,Winter 2022,28,18,64.29,5.39,4.11,4.33,4.33,4.28,4.22
35213-01,Emerging Markets Finance and Entrepreneurship ,Jacopo,Ponticelli,Spring 2017,58,42,72.41,14.52,4.17,4.12,3.57,3.67,3.88
35214 01,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2020,68,43,63.24,4.84,4.7,4.53,4.56,4.4,4.47
35214 01,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2021,63,29,46.03,4.55,4.79,4.66,4.62,4.41,4.34
35214 01,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2022,65,31,47.69,3.52,4.68,4.45,4.45,4.39,4.45
35214 81,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2020,68,50,73.53,4.56,4.66,4.52,4.58,4.4,4.44
35214 81,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2021,59,34,57.63,5,4.53,4.41,4.53,4.35,4.38
35214 81,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2022,51,26,50.98,4.5,4.73,4.58,4.69,4.54,4.5
35214-01,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2017,64,53,82.81,7.57,4.7,4.55,4.55,4.34,4.53
35214-01,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2018,69,58,84.06,6.84,4.26,4.07,3.93,3.78,4.09
35214-01,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2019,64,57,89.06,9.53,4.79,4.51,4.63,4.49,4.55
35214-81,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2017,63,57,90.48,8.93,4.75,4.56,4.42,4.37,4.46
35214-81,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2019,65,42,64.62,13.64,4.81,4.64,4.67,4.55,4.67
35214-85,"Debt, Distress, and Restructuring",Amir,Sufi,Winter 2018,63,56,88.89,10.57,4.73,4.61,4.46,4.38,4.61
35215 01,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2021,35,17,48.57,5.06,4.53,4.47,4.24,4.12,4.35
35215 01,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2020,60,40,66.67,4.1,4.6,4.1,4.43,4.23,4.45
35215 01,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2021,18,10,55.56,3.7,4.6,4.4,4.5,4.4,4.4
35215 81,Behavioral and Institutional Finance,Robert Ward,Vishny,Autumn 2021,40,25,62.5,4.16,4.64,4.68,4.52,4.52,4.6
35215 81,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2020,55,36,65.45,3.97,4.5,4.22,4.53,4.28,4.33
35215 85,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2021,19,12,63.16,4.83,4.75,4.58,4.67,4.58,4.75
35215-01,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2016,70,56,80,5.63,4.68,4.21,4.59,4.48,4.61
35215-01,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2017,59,49,83.05,3.43,4.45,4.08,4.16,4.06,4.14
35215-01,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2018,35,28,80,6.79,4.79,4.43,4.57,4.43,4.61
35215-01,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2019,52,40,76.92,5.7,4.6,4.15,4.3,4.1,4.18
35215-81,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2016,67,58,86.57,3.41,4.48,4.17,4.24,4.12,4.33
35215-81,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2017,58,52,89.66,9.29,4.62,4.37,4.5,4.44,4.54
35215-81,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2018,44,41,93.18,10.88,4.9,4.37,4.59,4.49,4.54
35215-81,Behavioral and Institutional Finance,Robert Ward,Vishny,Winter 2019,48,36,75,6.58,4.78,4.44,4.53,4.42,4.53
35217-85,International Financial Management ,Mara,Faccio,Autumn 2016,4,4,100,4.5,4.5,4.25,4.25,4.25,4.5
35219 01,"Chinese Economy/Financial Mkts
",He, Zhiguo,Autumn 2019,60,46,76.7,3.7,4.4,4.7,4.5,4.5,4.6
35219 01,Chinese Economy and Financial Markets,Zhiguo,He,Spring 2021,53,19,35.85,4.84,4.47,4.53,4.58,4.58,4.68
35219 81,Chinese Economy and Financial Markets,Zhiguo,He,Autumn 2021,52,39,75,5.13,4.44,4.49,4.46,4.44,4.44
35219 85,"Chinese Economy/Financial Mkts
",He, Zhiguo,Autumn 2019,43,34,79.1,3.5,4.4,4.8,4.5,4.6,4.6
35219-01,Chinese Economy and Financial Markets,Zhiguo,He,Autumn 2018,28,24,85.71,15.54,4.5,4.83,4.67,4.67,4.75
35219-01,Chinese Economy and Financial Markets,Zhiguo,He,Winter 2018,19,17,89.47,9.88,4.47,4.35,4.65,4.59,4.41
35219-81,Chinese Economy and Financial Markets,Zhiguo,He,Autumn 2018,37,31,83.78,16.1,4.23,4.39,4.58,4.42,4.48
35219-81,Chinese Economy and Financial Markets,Zhiguo,He,Winter 2018,29,27,93.1,11.11,4.22,4.52,4.78,4.74,4.59
35901 50,Portfolio Choice and Asset Pricing,Stefan,Nagel,Spring 2020,14,4,28.57,16.75,4.75,4.75,4.75,4.5,4
35901 50,Portfolio Choice and Asset Pricing,Stefan,Nagel,Spring 2021,6,3,50,28.33,5,5,5,5,4.67
35901-01,Portfolio Choice and Asset Pricing,Eugene,Fama,Autumn 2016,25,22,88,17,4.77,4.82,4.82,4.86,4.82
35901-50,Portfolio Choice and Asset Pricing,Eugene,Fama,Autumn 2017,40,36,90,22.03,4.03,3.94,4.31,4.39,4
35901-50,Portfolio Choice and Asset Pricing,Eugene,Fama,Autumn 2018,32,26,81.25,19.46,4.62,4.58,4.88,4.77,4.81
35902-01,Theory of Financial Decisions II,Zhiguo,He,Winter 2016,24,18,75,24.72,4.56,4.72,4.5,4.44,4.56
35902-50,Theory of Financial Decisions II,Douglas W,Diamond,Winter 2018,12,11,91.67,29.27,4.36,4.55,4.82,4.64,4.73
35902-50,Theory of Financial Decisions II,Zhiguo,He,Winter 2017,14,12,85.71,29.5,4.67,4.75,4.92,4.83,4.67
35902-50,Theory of Financial Decisions II,Zhiguo,He,Winter 2018,12,11,91.67,29.27,4.36,4.55,4.82,4.64,4.73
35903-01,Theory of Financial Decisions III,Amit,Seru,Spring 2016,16,12,75,22.92,5,4.67,4.58,4.58,4.67
35903-01,Theory of Financial Decisions III,Amir,Sufi,Spring 2016,16,12,75,22.92,5,4.67,4.58,4.58,4.67
35903-50,Theory of Financial Decisions III,Amir,Sufi,Spring 2017,10,7,70,18.29,4.71,5,4.71,4.86,5
35903-50,Theory of Financial Decisions III,Amir,Sufi,Spring 2018,12,12,100,22.58,4.83,4.92,4.83,4.83,4.83
35903-50,Theory of Financial Decisions III,Luigi G,Zingales,Spring 2017,10,7,70,18.29,4.71,5,4.71,4.86,5
35903-50,Theory of Financial Decisions III,Luigi G,Zingales,Spring 2018,12,12,100,22.58,4.83,4.92,4.83,4.83,4.83
35904-50,Asset Pricing,John,Heaton,Autumn 2017,14,10,71.43,19.5,3.8,4.4,4.6,4.4,4.3
35905-01,Topics in Empirical Finance,John,Heaton,Winter 2016,15,11,73.33,20.73,4.18,4.73,4.64,4.55,4.55
35905-01,Topics in Empirical Finance,Pietro,Veronesi,Winter 2016,15,11,73.33,20.73,4.18,4.73,4.64,4.55,4.55
35905-50,Topics in Empirical Finance,Stefano,Giglio,Winter 2017,8,6,75,40,5,5,5,5,5
35905-50,Topics in Empirical Finance,Lars P,Hansen,Winter 2017,8,6,75,40,5,5,5,5,5
35906 50,Behavioral Finance,Samuel,Hartzmark,Spring 2020,8,2,25,8.5,4.5,4.5,4.5,4.5,4.5
35906 50,Behavioral Finance,Samuel,Hartzmark,Spring 2021,4,4,100,11.75,5,4.75,4.75,4.75,5
35906-50,Behavioral Finance,Samuel,Hartzmark,Spring 2017,5,6,120,36.67,4.83,4.83,4.67,4.83,5
35906-50,Behavioral Finance,Samuel,Hartzmark,Spring 2018,11,11,100,14.73,4.55,4.82,4.73,4.45,4.82
35906-50,Behavioral Finance,Samuel,Hartzmark,Spring 2019,9,9,100,6.56,5,4.89,4.67,4.56,4.78
35906-50,Behavioral Finance,Kelly,Shue,Spring 2017,5,6,120,36.67,4.83,4.83,4.67,4.83,5
35907 50,Topics in Asset Pricing,Pietro,Veronesi,Winter 2020,8,4,50,13.75,3.75,3.75,3.75,3.5,3.5
35907-01,Topics in Asset Pricing,Stavros,Panageas,Spring 2016,13,12,92.31,18.5,4.58,4.67,4.25,4.17,4.33
35907-50,Topics in Asset Pricing,Pietro,Veronesi,Winter 2017,12,10,83.33,39.3,4.9,4.9,4.9,4.9,4.9
35907-50,Topics in Asset Pricing,Pietro,Veronesi,Winter 2018,7,5,71.43,20,5,5,5,4.8,5
35908 50,Research Projects: Finance,Eugene,Fama,Spring 2021,10,6,60,14.33,5,5,4.83,5,5
35912-01,Asset Pricing,G M,Constantinides,Autumn 2016,16,14,87.5,22.86,4.57,4.57,4.86,4.64,4.71
35913-50,Advanced Theory of Corporate Finance and Capital Markets,Zhiguo,He,Spring 2017,9,3,33.33,7.67,5,5,5,5,5
35913-50,Advanced Theory of Corporate Finance and Capital Markets,Zhiguo,He,Spring 2019,4,3,75,16.67,5,5,5,5,5
35915-01,International Macroeconomics and Finance,Tarek,Hassan,Spring 2016,11,7,63.64,36.86,5,4.86,4.86,4.86,5
35915-50,International Macroeconomics and Finance,Tarek,Hassan,Spring 2017,7,5,71.43,61.8,4.8,4.8,4.4,4.4,4.6
35916 50,New Developments in Public Finance,Peter,Ganong,Spring 2021,2,2,100,8,4.5,4.5,3.5,3.5,4
35916 50,New Developments in Public Finance,Joshua,Gottlieb,Spring 2020,9,5,55.56,9,4.6,4.4,4.2,3.8,4
35916 50,New Developments in Public Finance,Joshua,Gottlieb,Spring 2021,2,2,100,8,4,4,3.5,3.5,4
35916 50,New Developments in Public Finance,Pascal,Noel,Spring 2021,2,2,100,8,4.5,4.5,3.5,3.5,4
35916 50,New Developments in Public Finance,Seth,Zimmerman,Spring 2020,9,5,55.56,9,4.8,4.6,4.2,3.8,4
35916 50,New Developments in Public Finance,Eric,Zwick,Spring 2020,9,5,55.56,9,4.2,4.4,4.2,3.8,4
35916 50,New Developments in Public Finance,Eric,Zwick,Spring 2021,2,2,100,8,5,4.5,3.5,3.5,4
35916-50,New Developments in Public Finance,Neale,Mahoney,Spring 2017,11,7,63.64,9.71,4.57,4.71,4.71,4.43,4.57
35916-50,New Developments in Public Finance,Neale,Mahoney,Spring 2018,6,6,100,21,4.33,4.67,4.67,4.5,4.67
35916-50,New Developments in Public Finance,Owen,Zidar,Spring 2017,11,7,63.64,9.71,4.57,4.71,4.71,4.43,4.57
35916-50,New Developments in Public Finance,Seth,Zimmerman,Spring 2017,11,7,63.64,9.71,4.57,4.71,4.71,4.43,4.57
